"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significant"
300.386162762279,-0.235451961122965,0.131396999848783,-1.79191276356335,0.0731469411066531,0.126115415701126,"12",0
346.556007231884,-0.154921071564875,0.098434662377269,-1.5738467306477,0.11552288755992,0.1925381459332,"14",0
313.998515429518,0.181939671457925,0.117419095336075,1.54948963741528,0.121264060670194,0.195587194629346,"28",0
120.101309552377,0.515266809962355,0.340187569503206,1.51465502021378,0.129859790832832,0.2029059231763,"2",0
429.848434919448,0.119341368104163,0.0813594590342256,1.46684072781211,0.142419387529132,0.209440275778136,"31",0
308.861496075035,0.207850763007926,0.14121315681527,1.47189375052233,0.141049571481036,0.209440275778136,"36",0
324.447389794464,-0.17477017105468,0.123177416561088,-1.41884913593723,0.155943003953512,0.222775719933589,"4",0
477.692681548314,-0.106308802970985,0.0837663971582566,-1.26911036617869,0.204401703592313,0.283891254989323,"8",0
429.816016975148,-0.0909815102956272,0.0792502515052438,-1.14802803230987,0.250956991717584,0.339131069888627,"27",0
315.462874880246,0.109629421956059,0.122789178280031,0.892826415908089,0.371950137734388,0.4894080759663,"29",0
329.334201302752,0.0826698813793969,0.1048500153784,0.788458457359724,0.430428588931887,0.551831524271649,"35",0
432.967405338853,-0.0617343983522672,0.08182086134469,-0.754506825492783,0.450544948452048,0.56318118556506,"20",0
95.8489601932945,-0.282298220870399,0.387208771588107,-0.729059467616332,0.465965286876712,0.568250349849649,"6",0
315.286544476584,-0.0777145088003859,0.121521931265859,-0.639510152536717,0.522491111148416,0.622013227557638,"44",0
199.922243241894,-0.129879581760334,0.253469383380371,-0.512407376497337,0.608365929480168,0.697377215610161,"45",0
287.644423507605,-0.0691933494971668,0.137067971730791,-0.50481048653048,0.613691949736942,0.697377215610161,"47",0
220.284667325029,-0.0960227344796459,0.248499438551538,-0.386410267320307,0.699192847296334,0.769591837920685,"24",0
246.756629524517,0.0767943077693478,0.205052441850966,0.374510574349379,0.708024490887031,0.769591837920685,"33",0
392.510753021333,-0.0154758392883148,0.0862142631372943,-0.179504396664272,0.857541665362245,0.876908817199747,"5",0
477.017112004935,-0.0132629446864905,0.0748577221941284,-0.177175370793353,0.859370640855752,0.876908817199747,"10",0
145.452536402784,-0.0644671566222368,0.303622354665402,-0.212326779078177,0.831852105002039,0.876908817199747,"38",0
435.038564366619,-0.00952860449968176,0.0788427628406876,-0.120855791405174,0.903805258768055,0.903805258768055,"9",0
